name;nationality;position;overall;age;real_team;device
Salomon Kalou;Ivory Coast;ST|RM|LM;76;34;Hertha BSC;PC
Zheng Zhi;China PR;CDM|CM;68;39;Guangzhou Evergrande Taobao FC;PC
Liu Jian;China PR;CB;61;35;Beijing Renhe FC;PC
Felice Evacuo;Italy;ST;66;37;Trapani;PC
Ibrahim Afellay;Netherlands;CM|CAM;74;34;PSV;PC
Nana Asare;Ghana;LB;72;34;KAA Gent;PC
Ken Reichel;Germany;LB;70;33;1. FC Union Berlin;PC
Fabrizio Melara;Italy;RM|CAM;63;34;Castellammare di Stabia;PC
Oribe Peralta;Mexico;ST;71;36;Guadalajara;PC
Dante;Brazil;CB;78;36;OGC Nice;PC
Mathieu Debuchy;France;RWB|RB|CB|RW;78;35;AS Saint-Étienne;PC
David Edwards;Wales;CDM|CM;65;34;Shrewsbury;PC
Philipp Tschauner;Germany;GK;72;34;RB Leipzig;PC
Willem Janssen;Netherlands;CB;74;34;FC Utrecht;PC
Gökhan Inler;Switzerland;CDM;73;36;Medipol Basaksehir FK;PC
José Alfredo Castillo;Bolivia;ST;61;37;Club Deportivo Oriente Petrolero;PC
Jean Beausejour;Chile;LB;72;36;Universidad de Chile;PC
Christian Gentner;Germany;CDM|CM|CAM;74;34;1. FC Union Berlin;PC
Danny Fox;Scotland;LB|CB;68;34;Wigan Athletic;PC
Pirmin Schwegler;Switzerland;CDM|CM;74;33;Western Sydney Wanderers;PC
Léo Matos;Brazil;RB|LB|RM;76;34;PAOK;PC
Julio Barroso;Argentina;CB;72;35;Colo-Colo;PC
Lucas Biglia;Argentina;CDM|CM;79;34;Milan;PC
Matías Silvestre;Argentina;CB;70;35;Livorno;PC
Steven Taylor;England;CB;71;34;Wellington Phoenix;PC
Jonathan Pitroipa;Burkina Faso;CAM|RW;69;34;Paris FC;PC
Juan Manuel Olivera;Uruguay;ST;70;38;Club Atlético River Plate;PC
Craig Bryson;Scotland;CDM|CM;69;33;Aberdeen;PC
Bafétimbi Gomis;France;ST;81;34;Al Hilal;PC
Loïc Perrin;France;CB;78;34;AS Saint-Étienne;PC
Jurado;Spain;RM|LM|CAM;73;34;Cádiz CF;PC
Alaixys Romao;Togo;CDM|CM;76;36;Stade de Reims;PC
Gerardo Rodríguez;Mexico;LB;68;35;Puebla;PC
Fabio Quagliarella;Italy;ST;81;37;Sampdoria;PC
Erwin Hoffer;Austria;ST;65;33;FC Admira Wacker Mödling;PC
Martín Cortés;Argentina;CDM|CM;64;37;Curicó Unido;PC
Robinson Zapata;Colombia;GK;67;41;Jaguares Fútbol Club;PC
Clayton Donaldson;Jamaica;ST;63;36;Bradford City;PC
Oriol Riera;Spain;ST;67;34;CF Fuenlabrada;PC
Andrés Pérez;Colombia;CDM|CM;67;39;Independiente Santa Fe;PC
Scott Wiseman;Gibraltar;RWB|RB|RW;62;34;Salford City;PC
Élton;Brazil;RM|CAM|RW;69;34;Al Wehda;PC
Ben Watson;England;CDM|CM;70;35;Nottingham Forest;PC
Tom Soares;England;CB|CDM|CM;61;34;Stevenage;PC
David Abraham;Argentina;CB;77;34;Eintracht Frankfurt;PC
Jérémy Ménez;France;CAM|CF|LW;70;33;Paris FC;PC
Hatem Ben Arfa;France;ST|CAM;79;33;R. Valladolid CF;PC
Sebastián Viera;Uruguay;GK;73;37;Junior FC;PC
Luca Pagliarulo;Italy;CB;65;36;Trapani;PC
Javi García;Spain;CB|CDM|CM;77;33;Real Betis;PC
Conrad Logan;Republic of Ireland;GK;62;34;Forest Green Rovers;PC
Valon Behrami;Switzerland;CDM|CM;75;35;Genoa;PC
Niklas Hoheneder;Austria;CB;64;33;Chemnitzer FC;PC
Florian Klein;Austria;RWB|RB|RM|RW;68;33;FK Austria Wien;PC
Borja Valero;Spain;CDM|CAM;78;35;Inter;PC
Zapater;Spain;CDM|CM;67;35;R. Zaragoza;PC
David Ousted;Denmark;GK;67;35;Hammarby IF;PC
Luke Chambers;England;CB;67;34;Ipswich Town;PC
Barry Fuller;England;RB;64;35;Gillingham;PC
Llorente;Spain;ST;76;35;Napoli;PC
Sinan Bolat;Turkey;GK;75;31;Royal Antwerp FC;PC
Faris Haroun;Belgium;CDM;74;34;Royal Antwerp FC;PC
Alexander Baumjohann;Germany;CAM;70;33;Sydney FC;PC
Mousa Dembélé;Belgium;CDM|CM|CAM;80;33;Guangzhou R&F FC;PC
Radoslaw Cierzniak;Poland;GK;66;37;Legia Warszawa;PC
Adrian Mierzejewski;Poland;RM|CM|CAM;76;33;Chongqing Dangdai Lifan FC SWM Team;PC
Daniele Padelli;Italy;GK;74;34;Inter;PC
Remko Pasveer;Netherlands;GK;73;36;Vitesse;PC
Karim El Ahmadi;Morocco;CDM|CM;74;35;Al Ittihad;PC
João Moutinho;Portugal;CM;84;33;Wolverhampton Wanderers;PC
Vedad Ibiševic;Bosnia & Herzegovina;ST;76;35;Hertha BSC;PC
Kazuhiko Chiba;Japan;CB;62;35;Nagoya Grampus;PC
Michael Jakobsen;Denmark;CB;66;34;Adelaide United;PC
Giuseppe Rossi;Italy;ST;74;33;Real Salt Lake;PC
Scott Cuthbert;Scotland;CB;66;33;Stevenage;PC
Samir Handanovic;Slovenia;GK;88;36;Inter;PC
Ugur Uçar;Turkey;RB|LB;67;33;Medipol Basaksehir FK;PC
Cesc Fàbregas;Spain;CDM|CM|CAM;78;33;AS Monaco Football Club SA;PC
Mat Sadler;England;CB;64;35;Walsall;PC
Neil Kilkenny;Australia;CDM|CM;68;34;Perth Glory;PC
Colin Doyle;Republic of Ireland;GK;65;35;Heart of Midlothian;PC
Paul Gallagher;Scotland;CDM|CM;71;35;Preston North End;PC
Marcos Angeleri;Argentina;RB|CB;71;37;Argentinos Juniors;PC
Mauricio Caranta;Argentina;GK;67;41;Club Atlético Talleres;PC
James Perch;England;RB|CDM|CM;63;34;Scunthorpe United;PC
Billy Sharp;England;ST;73;34;Sheffield United;PC
Nereo Champagne;Argentina;GK;69;35;R. Oviedo;PC
Rolando;Portugal;CB;74;34;SC Braga;PC
Michael Tørnes;Denmark;GK;62;34;Brøndby IF;PC
Alan McCormack;Republic of Ireland;CDM|CM;66;36;Northampton Town;PC
Ben Foster;England;GK;80;37;Watford;PC
Guillaume Gillet;Belgium;CDM|CM;71;36;Racing Club de Lens;PC
Michael McGovern;Northern Ireland;GK;67;36;Norwich City;PC
Steven Naismith;Scotland;ST|LM|CAM;72;33;Heart of Midlothian;PC
Liam Fontaine;England;CB;63;34;Ross County FC;PC
Phil Bardsley;Scotland;RB;72;35;Burnley;PC
Tom Heaton;England;GK;78;34;Aston Villa;PC
Jonathan Orozco;Mexico;GK;77;34;Santos Laguna;PC
Glenn Whelan;Republic of Ireland;CDM|CM;69;36;Fleetwood Town;PC
Danny Graham;England;ST;68;34;Blackburn Rovers;PC
Simon Cox;Republic of Ireland;ST|CAM;65;33;Western Sydney Wanderers;PC
Luke Varney;England;ST;65;37;Cheltenham Town;PC
James Vaughan;England;ST;66;32;Tranmere Rovers;PC
Lee Frecklington;Republic of Ireland;CM;64;34;Lincoln City;PC
David Limbersky;Czech Republic;RB|LB|CB;73;36;Viktoria Plzen;PC
Andrea Consigli;Italy;GK;81;33;Sassuolo;PC
Tony Craig;England;CB;65;35;Bristol Rovers;PC
Kasper Schmeichel;Denmark;GK;83;33;Leicester City;PC
John Ruddy;England;GK;70;33;Wolverhampton Wanderers;PC
Jamie Young;England;GK;68;34;Brisbane Roar;PC
Jonny Hayes;Republic of Ireland;LB|LWB|LM|LW;71;33;Celtic;PC
Grant Leadbitter;England;CDM|CM;67;34;Sunderland;PC
Daniel Congré;France;CB;75;35;Montpellier Hérault SC;PC
Behrang Safari;Sweden;LB|CB;68;35;Malmö FF;PC
Omar Arellano;Mexico;ST|CAM;66;33;Gallos Blancos de Querétaro;PC
Stéphane Sessègnon;Benin;CM|CAM;75;36;Gençlerbirligi SK;PC
Steve Mandanda;France;GK;83;35;Olympique de Marseille;PC
Ryan Harley;England;LM|CM;60;35;Milton Keynes Dons;PC
Joe Walsh;Wales;CB;66;28;Milton Keynes Dons;PC
Curtis Davies;England;CB;72;35;Derby County;PC
Michael Rose;England;CDM|CM;60;38;Macclesfield Town;PC
Simeon Jackson;Canada;ST;63;33;Stevenage;PC
Sergio;Spain;GK;74;33;RC Celta;PC
Ashley Williams;Wales;CB;70;35;Bristol City;PC
Adam Le Fondre;England;ST;71;33;Sydney FC;PC
Eduardo;Portugal;GK;72;37;SC Braga;PC
Michele Troiano;Italy;CM;67;35;Ascoli;PC
Alessandro Diamanti;Italy;CAM|CF;76;37;Western United FC;PC
Themistoklis Tzimopoulos;New Zealand;CB;67;34;Korona Kielce;PC
Charles;Brazil;ST;78;36;SD Eibar;PC
Thiago Silva;Brazil;CB;87;35;Paris Saint-Germain;PC
Michal Papadopulos;Czech Republic;ST;63;35;Korona Kielce;PC
Graziano Pellè;Italy;ST;77;35;Shandong Luneng TaiShan FC;PC
Sebastian Larsson;Sweden;CDM|CM;74;35;AIK;PC
Nedum Onuoha;England;CB;70;33;Real Salt Lake;PC
Bradley Wright-Phillips;England;ST;74;35;LAFC;PC
Gary Cahill;England;CB;78;34;Crystal Palace;PC
Pita;Spain;CB|CDM|CM;71;35;CD Lugo;PC
Xisco;Spain;ST;72;34;Club Atlético Peñarol;PC
Johan Dahlin;Sweden;GK;72;33;Malmö FF;PC
Brad Guzan;United States;GK;72;35;Atlanta United;PC
Drew Moor;United States;CB;68;36;Colorado Rapids;PC
Chris Wondolowski;United States;ST;69;37;San Jose Earthquakes;PC
Jeff Larentowicz;United States;CDM|CM;68;36;Atlanta United;PC
Tim Hoogland;Germany;CB|CDM;70;35;Melbourne Victory;PC
Jonas Brix-Damborg;Denmark;CDM|CM;68;34;Hobro IK;PC
Lee Wallace;Scotland;LB;68;32;Queens Park Rangers;PC
Steven Fletcher;Scotland;ST;71;33;Sheffield Wednesday;PC
Lukasz Fabianski;Poland;GK;81;35;West Ham United;PC
Adam Federici;Australia;GK;70;35;Stoke City;PC
Joel Lynch;Wales;CB;68;32;Sunderland;PC
Tim Sparv;Finland;CDM|CM;69;33;FC Midtjylland;PC
Theo Walcott;England;RM;76;31;Everton;PC
Lior Refaelov;Israel;CM|CAM;74;34;Royal Antwerp FC;PC
Stéphane M'Bia;Cameroon;CB|CDM;73;34;Shanghai Greenland Shenhua FC;PC
Cyril Théréau;France;CF|LW;71;37;Fiorentina;PC
Jakub Blaszczykowski;Poland;RM;74;34;Wisla Kraków;PC
Javier Acuña;Paraguay;ST|RM;68;32;Albacete BP;PC
Stefan Radu;Romania;CB;80;33;Lazio;PC
Karim Benzema;France;ST|CF;88;32;Real Madrid;PC
Craig Davies;Wales;ST;62;34;Mansfield Town;PC
Joe Ledley;Wales;CDM;69;33;Newcastle Jets;PC
Cameron Jerome;England;ST;70;33;Göztepe SK;PC
Jack Hobbs;England;CB;66;31;Bolton Wanderers;PC
Laurent Koscielny;France;CB;81;34;FC Girondins de Bordeaux;PC
Olivier Veigneau;France;LB;70;35;Kasimpasa SK;PC
Samir Nasri;France;CM|CAM|LW;74;33;RSC Anderlecht;PC
Itumeleng Khune;South Africa;GK;74;33;Kaizer Chiefs;PC
Razak Boukari;Togo;ST|CAM;65;33;La Berrichonne de Châteauroux;PC
Stephen Ward;Republic of Ireland;LB;68;34;Stoke City;PC
Claudiu Ke?erü;Romania;ST;74;33;Free Agents;PC
Gary Dicker;Republic of Ireland;CB|CDM|CM;71;33;Kilmarnock;PC
Jason Demetriou;Cyprus;RWB|RB|CM|RW;65;32;Southend United;PC
Mariano Julio Izco;Argentina;CDM|CM;68;37;Castellammare di Stabia;PC
Nicolás Navarro;Argentina;GK;71;35;San Lorenzo de Almagro;PC
Josh Lillis;England;GK;64;33;Rochdale;PC
Billy Clarke;Republic of Ireland;ST|CAM|CF;64;32;Grimsby Town;PC
Luis Miguel Escalada;Argentina;ST|CF;64;34;Sociedad Deportiva Aucas;PC
Fernando Gago;Argentina;CB|CDM|CM;74;34;Vélez Sarsfield;PC
Óscar Scarione;Argentina;CAM;69;35;MKE Ankaragücü;PC
Ismael Sosa;Argentina;RM|LM|RW;73;33;Club León;PC
Gustavo Cabral;Argentina;CB;75;34;Pachuca;PC
Marco Ruben;Argentina;ST;74;33;Rosario Central;PC
Adam Larsen Kwarasey;Ghana;GK;66;32;Vålerenga Fotball;PC
Brad Jones;Australia;GK;72;38;Al Nassr;PC
David Wheater;England;CB;66;33;Oldham Athletic;PC
Jakub Tosik;Poland;RB|CDM;63;33;Zaglebie Lubin;PC
Cássio;Brazil;GK;75;39;Al Taawoun;PC
Jorge Ortiz;Argentina;CDM|CM;63;36;Club Atlético Tigre;PC
Leonardo Ulloa;Argentina;ST;72;34;Rayo Vallecano;PC
Yang Sang Min;Korea Republic;LB|CB;65;36;Suwon Samsung Bluewings;PC
Kwak Tae Hwi;Korea Republic;CB;61;39;Gyeongnam FC;PC
Park Chu Young;Korea Republic;ST|RW;71;35;FC Seoul;PC
Yang Dong Hyen;Korea Republic;ST|RW;67;34;Seongnam FC;PC
Oh Beom Seok;Korea Republic;CB|CM;68;36;Gangwon FC;PC
Danilo;Brazil;CB;76;36;Bologna;PC
Bebé;Portugal;RM|LM;72;30;Rayo Vallecano;PC
Fatih Öztürk;Turkey;GK;68;33;Kasimpasa SK;PC
Colin Kazim-Richards;Turkey;ST;68;33;Pachuca;PC
Chris Neal;England;GK;61;34;Salford City;PC
Derrick Etienne Jr.;Haiti;ST|RM|LM;65;23;Columbus Crew SC;PC
Molinero;Spain;RB|LB|CB;70;35;R. Sporting;PC
Martin Škrtel;Slovakia;CB;79;35;Medipol Basaksehir FK;PC
Magnus Andersen;Norway;RWB|RM|CM|RW;63;34;Tromsø IL;PC
Trevor Carson;Northern Ireland;GK;69;32;Motherwell;PC
Marc Pugh;England;LM|CAM;69;33;Queens Park Rangers;PC
Nicky Adams;Wales;RWB|LWB|RM|RW|LW;66;33;Northampton Town;PC
Kyle Lafferty;Northern Ireland;ST;69;32;Sunderland;PC
Chris McCann;Republic of Ireland;LB|CM;64;33;Oldham Athletic;PC
Neil Danns;Guyana;CM;61;37;Tranmere Rovers;PC
Kári Árnason;Iceland;CB;69;37;Free Agents;PC
Darius Charles;England;CB;66;32;Wycombe Wanderers;PC
Steffen Hagen;Norway;CB;69;34;Odds BK;PC
Fredrik Nordkvelle;Norway;CM;66;34;Odds BK;PC
Falcao;Colombia;ST;82;34;Galatasaray SK;PC
Gonzalo Castro;Germany;LB|CM;75;33;VfB Stuttgart;PC
Oscar Ustari;Argentina;GK;68;34;Pachuca;PC
Dominik Stroh-Engel;Germany;ST;65;34;SpVgg Unterhaching;PC
Oliver Fink;Germany;CM|CAM;72;38;Fortuna Düsseldorf;PC
Manuel Neuer;Germany;GK;89;34;FC Bayern München;PC
Denni Avdic;Sweden;ST|CM;62;31;AFC Eskilstuna;PC
Shaun Whalley;England;ST|RM;66;32;Shrewsbury;PC
Jorge Torres Nilo;Mexico;LB|CB;71;32;Tigres U.A.N.L.;PC
Adrián Aldrete;Mexico;LB;70;32;Cruz Azul;PC
Kirill Nababkin;Russia;RB|LB|CB;72;33;PFC CSKA Moscow;PC
Stéphane Ruffier;France;GK;82;33;AS Saint-Étienne;PC
Magnus Troest;Denmark;CB;69;33;Castellammare di Stabia;PC
Facundo Martínez;Argentina;LM;65;35;C.D. Universidad Católica del Ecuador;PC
Gonzalo Higuaín;Argentina;ST;85;32;Juventus;PC
Nicolás Domingo;Argentina;CB|CDM|CM;74;35;Club Olimpia;PC
Federico Higuaín;Argentina;CAM;74;35;D.C. United;PC
Matthew Connolly;England;RB|CB;63;32;Cardiff City;PC
Adem Büyük;Turkey;ST|LM;73;32;Galatasaray SK;PC
Semih Kaya;Turkey;CB;71;29;Sparta Praha;PC
Chris Maguire;Scotland;CAM|RW;67;31;Sunderland;PC
Antonio Valencia;Ecuador;RB|CDM;77;34;LDU Quito;PC
Matt Done;England;LB|RM|LM;65;32;Rochdale;PC
Joey O'Brien;Republic of Ireland;RB|LB|CB;61;34;Shamrock Rovers;PC
Anthony Grant;England;CDM|CM;66;33;Swindon Town;PC
Rob Elliot;Republic of Ireland;GK;69;34;Newcastle United;PC
Yannick Cahuzac;France;CDM|CM;70;35;Racing Club de Lens;PC
Jérémy Sorbon;France;CB;70;36;En Avant Guingamp;PC
Yohan Cabaye;France;CM;76;34;AS Saint-Étienne;PC
Hugo Lloris;France;GK;87;33;Tottenham Hotspur;PC
Marcelo Grohe;Brazil;GK;75;33;Al Ittihad;PC
Issiar Dia;Senegal;RM|CAM|RW;66;33;Yeni Malatyaspor;PC
Henok Goitom;Eritrea;ST;71;35;AIK;PC
Salvatore Bocchetti;Italy;CB;74;33;Hellas Verona;PC
Adriano Mezavilla;Brazil;CB|CDM|CM;67;37;Castellammare di Stabia;PC
Francesco Stanco;Italy;ST;66;33;Cittadella;PC
Carmona;Spain;RM|LM;70;33;R. Sporting;PC
Raffaele Schiavi;Italy;CB;66;34;Cosenza;PC
Salvatore Sirigu;Italy;GK;84;33;Torino;PC
Jardel;Brazil;CB;76;34;SL Benfica;PC
David Silva;Spain;CM|CAM;87;34;Manchester City;PC
Hugo Rodallega;Colombia;ST;74;35;Denizlispor;PC
Aldo Ramírez;Colombia;CM|CAM;70;39;Rionegro Águilas;PC
Alberto Rodríguez;Peru;CB;70;36;Club Alianza Lima;PC
Patrick Bürger;Austria;ST;65;33;SV Mattersburg;PC
Ron Vlaar;Netherlands;CB;74;35;AZ;PC
Markus Karl;Germany;CB|CDM;68;34;SV Sandhausen;PC
Miranda;Brazil;CB;82;35;Jiangsu Suning FC;PC
Zeca;Greece;CM;75;31;FC København;PC
Imad Khalili;Palestine;ST|RM|CAM;67;33;Hammarby IF;PC
Zdravko Kuzmanovic;Serbia;CDM|CM;69;32;FC Basel 1893;PC
Ivan Rakitic;Croatia;CM;85;32;FC Barcelona;PC
Danijel Milicevic;Bosnia & Herzegovina;CM|CAM|CF;70;34;KAS Eupen;PC
Mohammed Al Shalhoub;Saudi Arabia;CAM;65;39;Al Hilal;PC
Goran Karanovic;Switzerland;ST;65;32;Sepsi OSK Sfântu Gheorghe;PC
Omar Ramos;Spain;RM|LM;70;32;SD Ponferradina;PC
Sami Allagui;Tunisia;ST|CAM;69;34;Royal Excel Mouscron;PC
Rémy Riou;France;GK;70;32;Stade Malherbe Caen;PC
Ovidiu Hoban;Romania;CDM;66;37;CFR Cluj;PC
Elliot Grandin;France;CM|CAM|RW;63;32;Grimsby Town;PC
Luke Freeman;England;LM|CAM;73;28;Sheffield United;PC
Ikechi Anya;Scotland;LB|RM;67;32;Derby County;PC
Leao Butrón;Peru;GK;64;43;Club Alianza Lima;PC
Lee Martin;England;ST|CAM;64;33;Exeter City;PC
Andrea Masiello;Italy;CB;76;34;Genoa;PC
Jordens Peters;Netherlands;CB;68;33;Willem II;PC
Kenneth Vermeer;Netherlands;GK;76;34;LAFC;PC
Renato Augusto;Brazil;LM|CM|CAM;82;32;Beijing Sinobo Guoan FC;PC
Ángel Reyna;Mexico;ST|CAM;66;35;Tiburones Rojos de Veracruz;PC
Scott Sinclair;England;LM;72;31;Preston North End;PC
Shane Long;Republic of Ireland;ST;73;33;Southampton;PC
Tarik Elyounoussi;Norway;ST|CM;72;32;Shonan Bellmare;PC
Andreas Ulmer;Austria;LB|LWB|LM|LW;75;34;FC Red Bull Salzburg;PC
Siegfried Rasswalder;Austria;LB;64;33;TSV Hartberg;PC
Michael Madl;Austria;CB;69;32;FK Austria Wien;PC
Markus Suttner;Austria;LB|LWB|LM|LW;72;33;Fortuna Düsseldorf;PC
Sergio Floccari;Italy;ST;72;38;SPAL;PC
Alan Sheehan;Republic of Ireland;CB;63;33;Lincoln City;PC
Jasmin Fejzic;Bosnia & Herzegovina;GK;68;34;Eintracht Braunschweig;PC
Edgar Hernández;Mexico;GK;64;37;Club Atlas;PC
Carlos Vela;Mexico;CAM|RW|LW;83;31;LAFC;PC
Barragán;Spain;RWB|RB|RM|RW;73;33;Real Betis;PC
Michael McGlinchey;New Zealand;CM|CAM;60;33;Central Coast Mariners;PC
Michael Gardyne;Scotland;RM|LM;64;34;Ross County FC;PC
Michael O'Connor;Northern Ireland;CM;65;32;Salford City;PC
Rostyn Griffiths;Australia;CB|CDM|CM;65;32;Melbourne City;PC
Eddie Nolan;Republic of Ireland;CB;63;31;Crewe Alexandra;PC
Joel Byrom;England;CDM|CM;62;33;Stevenage;PC
Frank Fielding;England;GK;69;32;Millwall;PC
Joe Garner;England;ST;69;32;Wigan Athletic;PC
Jaroslaw Fojut;Poland;CB;65;32;Wisla Plock;PC
Mark Hughes;England;CB;65;33;Accrington Stanley;PC
Adam Hammill;England;ST|RM|LM;64;32;Scunthorpe United;PC
Danny Guthrie;England;CDM|CM;64;33;Walsall;PC
Lee Peltier;England;RB;68;33;West Bromwich Albion;PC
Calum Woods;England;RB|CB;62;33;Tranmere Rovers;PC
Fraizer Campbell;England;ST;69;32;Huddersfield Town;PC
Jonny Evans;Northern Ireland;CB;80;32;Leicester City;PC
Darron Gibson;Republic of Ireland;CDM|CM;67;32;Salford City;PC
David Gray;Scotland;RB;67;32;Hibernian;PC
Kieran Lee;England;CM;69;32;Sheffield Wednesday;PC
Danny Rose;England;LB|LWB|LW;78;30;Newcastle United;PC
Ryan Shawcross;England;CB;72;32;Stoke City;PC
Danny Simpson;England;RB;70;33;Huddersfield Town;PC
Lee Cattermole;England;CDM|CM;69;32;VVV-Venlo;PC
Jonathan Grounds;England;LB|LWB|LW;65;32;Birmingham City;PC
Peter Hartley;England;CB;67;32;Motherwell;PC
Charlie Daniels;England;LB;72;33;AFC Bournemouth;PC
Jacques Maghoma;DR Congo;LM;70;32;Birmingham City;PC
Darren Randolph;Republic of Ireland;GK;75;33;West Ham United;PC
Ryan Bertrand;England;LB|LWB|LW;77;30;Southampton;PC
Jack Cork;England;CM;76;31;Burnley;PC
Sam Hutchinson;England;CDM|CM;71;30;Sheffield Wednesday;PC
Liam Bridcutt;Scotland;CDM|CM;69;31;Lincoln City;PC
Fabián Estoyanoff;Uruguay;RM|LW;71;37;Club Atlético Peñarol;PC
Jay Rodriguez;England;ST;76;31;Burnley;PC
Urby Emanuelson;Netherlands;CB|CDM|CM;70;34;FC Utrecht;PC
Carlos Luna;Argentina;ST;67;38;Club Atlético Tigre;PC
Ritchie Sutton;England;RB|CB;62;34;Morecambe;PC
Shaun Miller;England;ST;62;32;Morecambe;PC
Junior Brown;England;LB;63;31;Scunthorpe United;PC
Byron Moore;England;ST|RWB|RW;60;31;Plymouth Argyle;PC
Paul Anderson;England;RB|RM|CAM;62;32;Northampton Town;PC
Hugo Vieira;Portugal;ST;69;32;Gil Vicente FC;PC
Ukra;Portugal;RW|LW;69;32;Santa Clara;PC
Roy Beerens;Netherlands;RM;65;32;Vitesse;PC
Ben Hamer;England;GK;68;32;Derby County;PC
Rory McArdle;Northern Ireland;CB;64;33;Scunthorpe United;PC
Ryan Shotton;England;RB|CB;71;31;Middlesbrough;PC
Joel Grant;Jamaica;ST;63;32;Plymouth Argyle;PC
Theo Robinson;Jamaica;ST;63;31;Colchester United;PC
Mark Little;England;RWB|RB|RW;65;31;Bristol Rovers;PC
Wayne Hennessey;Wales;GK;75;33;Crystal Palace;PC
Daniel Jones;England;LB;61;33;Cambridge United;PC
Felix Bastians;Germany;LB|CB;75;32;Tianjin TEDA FC;PC
Luke Prosser;England;CB;64;32;Colchester United;PC
Marvin Compper;Germany;CB;64;35;MSV Duisburg;PC
James McKeown;Republic of Ireland;GK;66;31;Grimsby Town;PC
Scott Golbourne;England;LB|LWB|LW;64;32;Shrewsbury;PC
Cole Skuse;England;CDM|CM;67;34;Ipswich Town;PC
Lorenzo De Silvestri;Italy;RB|RM;74;32;Torino;PC
Paul Huntington;England;CB;68;32;Preston North End;PC
Matías Oyola;Ecuador;CDM|CM;61;37;Barcelona Guayaquil;PC
Erik Lamela;Argentina;RM|LM|CAM;80;28;Tottenham Hotspur;PC
Giovani dos Santos;Mexico;ST|CAM|CF;76;31;Club América;PC
Jonathan dos Santos;Mexico;CM;78;30;LA Galaxy;PC
Jan Zimmermann;Germany;GK;67;35;Eintracht Frankfurt;PC
Jonathan Parr;Norway;LB;66;31;Strømsgodset IF;PC
Ezequiel Garay;Argentina;CB;83;33;Valencia CF;PC
Antonio Balzano;Italy;RB|RM;68;34;Pescara;PC
David Rodríguez;Spain;ST;67;34;Real Racing Club;PC
Tim Krul;Netherlands;GK;76;32;Norwich City;PC
Vullnet Basha;lbania;CDM;68;30;Wisla Kraków;PC
Jamie MacDonald;Scotland;GK;66;34;Kilmarnock;PC
Alan Lithgow;Scotland;CB;67;32;Livingston FC;PC
Cristian Rodríguez;Uruguay;LM|CM|CAM;74;34;Club Atlético Peñarol;PC
Diego Buonanotte;Argentina;CAM;75;32;Universidad Católica;PC
Gervinho;Ivory Coast;RW|LW;78;33;Parma;PC
Igor Djuric;Switzerland;CB;63;31;Neuchâtel Xamax FCS;PC
Charles-André Doudin;Switzerland;CM|CAM;63;33;Neuchâtel Xamax FCS;PC
Guillaume Faivre;Switzerland;GK;63;33;FC Thun;PC
Nuri Sahin;Turkey;CDM|CM;76;31;SV Werder Bremen;PC
Steven Defour;Belgium;CDM|CM;76;32;Royal Antwerp FC;PC
Steven Davies;England;ST;63;32;Hamilton Academical FC;PC
Kyle Letheren;Wales;GK;62;32;Salford City;PC
Shaun MacDonald;Wales;CDM|CM;64;32;Rotherham United;PC
Blaise Matuidi;France;CDM|CM;84;33;Juventus;PC
Andrey Eschenko;Russia;RB;71;36;Spartak Moscow;PC
Javi Moyano;Spain;RB|LB;69;34;R. Valladolid CF;PC
Mario Suárez;Spain;CDM|CM;75;33;Rayo Vallecano;PC
Mikkel Andersen;Denmark;GK;68;31;FC Midtjylland;PC
Steve De Ridder;Belgium;LM|CM|CAM;67;33;Sint-Truidense VV;PC
Roy O'Donovan;Republic of Ireland;ST;65;34;Newcastle Jets;PC
Christian Fernández;Spain;LB|CB;69;34;R. Oviedo;PC
Aythami Artiles;Spain;CB;69;34;UD Las Palmas;PC
Edgar Castillo;United States;LWB|LM|LW;66;33;Atlanta United;PC
Leobardo López;Mexico;CB;65;36;Tiburones Rojos de Veracruz;PC
Paul Aguilar;Mexico;RB;73;34;Club América;PC
Enrique Palos;Mexico;GK;65;34;Fútbol Club Juárez;PC
Linares;Spain;ST;66;37;R. Zaragoza;PC
Santamaría;Spain;GK;69;35;Rayo Vallecano;PC
Raúl García;Spain;ST|CAM;80;34;Athletic Club;PC
Lukasz Piatek;Poland;CDM|CM;64;34;LKS Lódz;PC
Anthony Wordsworth;England;CM;64;31;AFC Wimbledon;PC
Adam Stachowiak;Poland;GK;66;33;Denizlispor;PC
Romano Perticone;Italy;LB|CB;67;33;Cittadella;PC
José Fonte;Portugal;CB;79;36;LOSC Lille;PC
Ignacio Scocco;Argentina;ST;77;35;River Plate;PC
Nicolás Spolli;Argentina;CB;70;37;Crotone;PC
Michael Mancienne;England;CB;68;32;New England Revolution;PC
Caner Erkin;Turkey;LB|LM;75;31;Besiktas JK;PC
Marek Hamšík;Slovakia;CDM|CM|CAM;83;33;Dalian YiFang FC;PC
Hugo Ayala;Mexico;CB;76;33;Tigres U.A.N.L.;PC
Andrés Guardado;Mexico;CDM|LM|CM;80;33;Real Betis;PC
Sam Foley;Republic of Ireland;CM;63;33;St. Mirren;PC
Ed Upson;England;CDM|CM;63;30;Bristol Rovers;PC
Liam Craig;Scotland;LM|CM;65;33;St. Johnstone FC;PC
James McArthur;Scotland;CM;76;32;Crystal Palace;PC
Gonzalo Bergessio;Argentina;ST;73;36;Club Nacional de Football;PC
